title,text,url,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars
St James Power Station,"Where is the historical landmark? I don't see anything. I don't see pyramids, mummy, or 5,000-year-old murals. I don't see anything.",https://www.google.com/maps/search/?api=1&query=St%20James%20Power%20Station&query_place_id=ChIJ1VO7IVkZ2jERBm7au3IHB0I,FALSE,TRUE,,Historical landmark,0,1
St James Power Station,"Very bad visitor experience.
Bad indication, very unfriendly and unhelpful security guard.",https://www.google.com/maps/search/?api=1&query=St%20James%20Power%20Station&query_place_id=ChIJ1VO7IVkZ2jERBm7au3IHB0I,FALSE,TRUE,,Historical landmark,0,1
Vivo City,"A ginormous shopping centre on multiple floors, with just about everything for shoppers, situated at the bridge between Singapore and Sentosa.   There's an connection here to Harbour Front MRT station.",https://www.google.com/maps/search/?api=1&query=Vivo%20City&query_place_id=ChIJV8Xb91gZ2jER-WmSKEt5LN0,FALSE,TRUE,,Bus stop,0,3
Vivo City,,https://www.google.com/maps/search/?api=1&query=Vivo%20City&query_place_id=ChIJV8Xb91gZ2jER-WmSKEt5LN0,FALSE,TRUE,,Bus stop,0,3
Labrador Nature Reserve,"This is a favourite resting place for Bangladesh workers, avoid if possible.
Most benches and shelters are occupied.",https://www.google.com/maps/search/?api=1&query=Labrador%20Nature%20Reserve&query_place_id=ChIJoy3rj-sb2jERA_wMVazFAiI,FALSE,TRUE,,Nature preserve,0,1
Labrador Nature Reserve,Bad experience with so many cyclist cycling in the berlayer creek boardwalk when they are suppose to dismount and push their bike. These cyclist pose a danger to those children and kids on prams.,https://www.google.com/maps/search/?api=1&query=Labrador%20Nature%20Reserve&query_place_id=ChIJoy3rj-sb2jERA_wMVazFAiI,FALSE,TRUE,,Nature preserve,0,1
Sentosa Development Corporation,think quite an inefficient organisation.  Adminstration for car passes and season passes into sentosa take ages to complete.  laid back attitude of the sunny island paradise island they think they are in.,https://www.google.com/maps/search/?api=1&query=Sentosa%20Development%20Corporation&query_place_id=ChIJCY9OVf4b2jERUpSqNgjnpBQ,FALSE,TRUE,,Tourist attraction,0,1
Sentosa Development Corporation,"Rude organisation, ex-colleagues were very rude with no basic manners and tend to look down on others.....events team is very unprofessional!",https://www.google.com/maps/search/?api=1&query=Sentosa%20Development%20Corporation&query_place_id=ChIJCY9OVf4b2jERUpSqNgjnpBQ,FALSE,FALSE,,Tourist attraction,0,1
Caribbean at Keppel Bay,Hi Mgmt of Caribbean if you read this review. First of all. I'm a parcel delivery driver. I have time which i regular send parcel to this condo and to the residents. More than 10 blk to send. I have a partner who will help me send the parcel. So we need 2 token for that. The security uncle day shift botak2. He rudely say no2 cannot. Not enough token. Come on im regular other security gives. Why not him.  Im also a security. I know how hard to send parcel everyday. Please look at this. Chinese man uncle,https://www.google.com/maps/search/?api=1&query=Caribbean%20at%20Keppel%20Bay&query_place_id=ChIJk9NTsREb2jER8TZTUgD_UdU,FALSE,FALSE,,Condominium complex,0,1
Caribbean at Keppel Bay,Security services very bad.Very rude No manners at all.,https://www.google.com/maps/search/?api=1&query=Caribbean%20at%20Keppel%20Bay&query_place_id=ChIJk9NTsREb2jER8TZTUgD_UdU,FALSE,FALSE,,Condominium complex,0,1
Police Coast Guard - Brani Base (Headquarters),Restricted access,https://www.google.com/maps/search/?api=1&query=Police%20Coast%20Guard%20-%20Brani%20Base%20(Headquarters)&query_place_id=ChIJ81JXrksY2jER7-F68K-_oI8,FALSE,TRUE,,Coast guard station,0,1
Police Coast Guard - Brani Base (Headquarters),"Teach live-saving skills to the recruits here to earn some pocket money.
This is one of the most tedious place to gain entry access :(",https://www.google.com/maps/search/?api=1&query=Police%20Coast%20Guard%20-%20Brani%20Base%20(Headquarters)&query_place_id=ChIJ81JXrksY2jER7-F68K-_oI8,FALSE,TRUE,,Coast guard station,0,2
LUGGME Luggage Delivery,"SD$28 for large suitcase and $26 for small (i think) they took our luggage from the port to the airport, same day delivery. We had a great time looking around Singapore on our last day without worries and luggage free! They arrived on time, all luggage on a trolley,  they send and email throughout the service and WhatsApp communication as well. What a great service! Highly recommend 👌",https://www.google.com/maps/search/?api=1&query=LUGGME%20Luggage%20Delivery&query_place_id=ChIJPT7NfdcZ2jERhxDacwQAKU0,FALSE,TRUE,,Delivery service,0,5
LUGGME Luggage Delivery,Very comfortable service and good acces to the port!!,https://www.google.com/maps/search/?api=1&query=LUGGME%20Luggage%20Delivery&query_place_id=ChIJPT7NfdcZ2jERhxDacwQAKU0,FALSE,FALSE,,Delivery service,0,5
Lighter B Pte Ltd,,https://www.google.com/maps/search/?api=1&query=Lighter%20B%20Pte%20Ltd&query_place_id=ChIJeRTZvSMZ2jER91yRyTKx42w,FALSE,,,,,
Electric Vehicle Charging Station,,https://www.google.com/maps/search/?api=1&query=Electric%20Vehicle%20Charging%20Station&query_place_id=ChIJ9etYpo0Z2jER50M7qK_44zY,FALSE,,,Electric vehicle charging station,,
Fifty Five Coffee Bar,,https://www.google.com/maps/search/?api=1&query=Fifty%20Five%20Coffee%20Bar&query_place_id=ChIJva8rjCMZ2jERtuu6UX08sJQ,FALSE,FALSE,,,0,5
Dyson Global Headquarters,"Extremely poor customer service for such a premium brand. My Dyson hair dryer broke, and after 1.5 hours of repeating the same information multiple times, I was told they “can’t help” because it’s out of stock. The only advice: “try again after some time” – with no explanation of how long that means. You pay for the most expensive product on the market and get the worst service imaginable. Truly disappointing.",https://www.google.com/maps/search/?api=1&query=Dyson%20Global%20Headquarters&query_place_id=ChIJWUrZuc0Z2jERAtxWnHRcbLU,FALSE,FALSE,"Thank you for your feedback, Renata. We're truly sorry for the inconvenience and understand how frustrating this experience must have been. We’re committed to improving and would love the chance to assist you further. Please reach out to us via our support page for further assistance, through this link: https://www.dyson.com.sg/support/contact-us",Corporate office,0,1
Dyson Global Headquarters,"Am shocked that despite the additional premium made to its technology, design, R&D and POS, its after sales service as indicated by many here is truly disappointing.

As I’ve had trouble connecting my Dyson Fan with the app, I was advised to bring my bulky fan over to the customer service centre to have it checked. This is all cuz I’ve misplaced my serial number.

Now being in IT, I’m more than familiar that this can be easily resolved either by offering a temporary access code or a reset by the system admin. Alas, rather than opting to be ahead of its time, it chose to go the archaic route of a physical reset.

This not only inconvenience the customer but seemed strangely at odds with how it positioned itself to be a state of the art tech company. When I suggested these options to the after sales person, she just simply sounded unsympathetic and indifferent on the phone with the stock answer of “nothing else we can do”. For a $700+ fan, I expect better after sales.",https://www.google.com/maps/search/?api=1&query=Dyson%20Global%20Headquarters&query_place_id=ChIJWUrZuc0Z2jERAtxWnHRcbLU,FALSE,TRUE,"Hi J T, thank you for sharing your feedback with us. We're truly sorry to hear about your experience and would really appreciate the chance to better support you. We’re here to help and are committed to addressing your concerns quickly and thoroughly. Please don’t hesitate to reach out to us directly through our support page: https://www.dyson.com.sg/support/contact-us.",Corporate office,0,1
IKEA Alexandra,"Ikea needs to do a better job of dealing with issues when they occur. Cabinet was delivered but incorrectly assembled by the crew from Ikea. No one answers the phone, it directs customers to the WhatsApp chat which also goes unanswered. UPDATE: Ikea finally responded after I called the same number and selected the menu option for product questions. Representative was helpful and said they look into it.  I wonder why they simply won’t take responsibility? It was such a small problem they could easily rectify by simply replacing the doors with correctly installed handles. UPDATE: Not long after, someone answered the WhatsApp (almost 24 hours after my first message) and saying they have a signed acknowledgement that it was received and well assembled. I signed no document to either case and they refused to provide a copy. They said they would look into it and update me in 48 hours.  Soon after the delivery folks called to arrange rectification. Image attached. This didn’t have to be so difficult to sort.  Why not just staff the WhatsApp help with the same concern for the customer as the product help line?",https://www.google.com/maps/search/?api=1&query=IKEA%20Alexandra&query_place_id=ChIJ7_H89cwb2jERnCtKAIjAX44,FALSE,TRUE,,Furniture store,0,1
IKEA Alexandra,"🚨 IKEA NEEDS TO BE HELD ACCOUNTABLE 🚨
Sharing this because too many people are blindly trusting a system that’s broken.

I recently purchased the IDANÄS chest of drawers from @ikeasingapore for $699, opting to assemble it myself — just like how IKEA markets its products: “affordable, convenient, and simple DIY furniture.”

But what I got in return was a structurally faulty, unstable piece of furniture that has caused nothing but stress and risk to my family. We followed the instructions carefully — nothing was forced, nothing skipped — and still, the product is dangerously unstable, especially with a young child at home.

When we contacted IKEA for help, their response?
“Sorry, it’s a self-assembly product. Not eligible for return or exchange.”
Just like that — they washed their hands off the issue.

This is completely unacceptable from a global company that prides itself on making home furnishing accessible and reliable.

Let’s call out the contradiction here:

🛠️ IKEA encourages self-assembly to “save costs”
💰 But if you don’t want to assemble it yourself, they charge a ridiculous $279.60 just for installation — that’s 40% of the product cost!
🧾 And when a self-assembled product turns out to be faulty?
They blame the customer and refuse to help.

What exactly are we paying for then — convenience or chaos?

It’s a lose-lose situation:
– Assemble it yourself? You risk being blamed for any faults.
– Pay the high installation fee? You’re still not protected if something goes wrong.

This has caused unnecessary stress, loss of confidence in their products, and a sense of betrayal from a brand I once trusted.

I’m sharing this to warn others:
✅ Don’t be fooled by the marketing.
⚠️ If anything goes wrong — even if it’s not your fault — IKEA will not back you up.
🚫 Safety, customer service, and responsibility seem optional to them.

@ikeasingapore — You need to step up.
This isn’t just about a damaged drawer. It’s about how you treat your customers, and the double standards in your business model.

Until IKEA chooses to take real accountability, I’ll continue sharing my experience — because no one should pay $699 for stress, risk, and silence.",https://www.google.com/maps/search/?api=1&query=IKEA%20Alexandra&query_place_id=ChIJ7_H89cwb2jERnCtKAIjAX44,FALSE,TRUE,,Furniture store,0,1
Redhill MRT Station (EW18),"11th Dec 2024.

Need to feedback on the extremely poor mgmt and crowd control at Redhill Mrt coupled with the bad mannered security malay lady from Cisco who randomly picked people off and asked us to go to the xray scanner  to get our bags checked. Mind you my bag is the smallest bag from Decalthlon and can hardly even fot a pair of shoe, same as a small tote bag.

What was frustrating was it was already jammed pack with ppl at 8am yet this lady is stopping riders dead at their tracks and some of us brisk walk really fast. So in the end from what I've seen, the crowd at the gantry surged way higher than usual work days at peak hr.

This act by the over zealous cisco causing inconvenience to everyone!

Those who are noble enough to talk about counter terrorism pls ni lah. Pls do bags check at tourist location, government buildings and CBD instead not place where busy heartlanders need to take trains to work.",https://www.google.com/maps/search/?api=1&query=Redhill%20MRT%20Station%20(EW18)&query_place_id=ChIJw5ELTysa2jER9jm3HP8a1E4,FALSE,TRUE,,Railway services,0,1
Redhill MRT Station (EW18),"Another poorly planned station location like tiong bahru station, which is used by commuters traveling to the otherwise more centralized bukit merah central area, leading to frequent traffic congestions",https://www.google.com/maps/search/?api=1&query=Redhill%20MRT%20Station%20(EW18)&query_place_id=ChIJw5ELTysa2jER9jm3HP8a1E4,FALSE,TRUE,,Railway services,0,1
Estreito de Singapura,Non così stretto... Meglio ordinare una medium.,https://www.google.com/maps/search/?api=1&query=Estreito%20de%20Singapura&query_place_id=ChIJTZmtHgAZ2jERv-F8-Q6bkZk,FALSE,TRUE,,Marina,0,3
Estreito de Singapura,,https://www.google.com/maps/search/?api=1&query=Estreito%20de%20Singapura&query_place_id=ChIJTZmtHgAZ2jERv-F8-Q6bkZk,FALSE,FALSE,,Marina,0,5
Queenstown MRT Station (EW19),"There's a kitchen selling set rice n recently they hire a v rude staff, he would raise his voice at customers n insults them.
he is terrible n would slam the cash register n knock loudly to chase away customers.
The employer has hired an idiot  who chase away customers.",https://www.google.com/maps/search/?api=1&query=Queenstown%20MRT%20Station%20(EW19)&query_place_id=ChIJK_l04SUb2jERQce23QJpUbs,FALSE,FALSE,,Railway services,0,1
Queenstown MRT Station (EW19),An amazing standard Singapore has set for hygiene and sanitation and it’s just that Queenstown MRT with a lack of restroom facilities has a portable toilet installed which is an apology.,https://www.google.com/maps/search/?api=1&query=Queenstown%20MRT%20Station%20(EW19)&query_place_id=ChIJK_l04SUb2jERQce23QJpUbs,FALSE,TRUE,,Railway services,0,1
Alexandra Hospital,"Subject: Urgent Concern Regarding Poor Time Management and Service Lapse at Alexander Hospital

Dear Alexander Hospital Management,

I am writing to you on behalf of 20 patients who have encountered significant issues with poor time management leading to service lapses at your facility.

Our appointments are scheduled for the early morning 9am, yet we have been left waiting with no indication of when we will be seen by the medical staff. More than 20 patients, who are in need of urgent care, find themselves waiting endlessly for attention.

When inquiring with the front desk staff and nurses about the delays, the response provided was early morning hours are heavily congested with traffic jams, leaving no alternative solutions.

As a patient, I strongly believe that Dr. Anka See and the entire medical team should prioritize punctuality and observe the scheduled appointment times for the benefit of all patients in need of medical attention.

Failure to address these issues in a timely manner will only serve to tarnish the hospital's reputation and may lead to formal complaints being lodged with the Ministry of Health. The public, as well as the citizens relying on the healthcare services provided by your esteemed institution, deserve better.

I currently possess detailed records of all the patients affected by these delays and will not hesitate to escalate this matter further if necessary.

I urge you to take immediate action to rectify the poor time management practices and service lapses that have impacted the quality of care provided to patients at Alexander Hospital.

Thank you for your attention to this matter.

Warm regards,

Jason Yang",https://www.google.com/maps/search/?api=1&query=Alexandra%20Hospital&query_place_id=ChIJ9WfzGcsb2jERc4z1myluJY8,FALSE,TRUE,"Hi Jason
We are sorry for the unpleasant experience this morning.
We are looking into your feedback immediately.  We will update our reply here.  

Hi Jason,

We had followed up on your complaint.  Once again, we are sorry for the inconvenience and frustration you had that morning at the clinic.  There was a severe traffic congestion caused by a traffic road accident which  in turn impacted three doctors who were on their way to AH.  Our clinic staff then immediately took cognizant of every waiting patient and established that not all were waiting to see the doctors, but were scheduled for tests and procedures with our nurses.  It is our responsibility to ensure immediate medical attention is rendered to any patient who may require it.
We value your feedback and will strive to improve our services and issue timely communications to address any future unforeseen situations.  Thank you.     ",Hospital,0,1
Alexandra Hospital,"Last minute called me told me the doctor is on leave. I called hotline told them I stil want go see doctor as my appointment is today. I waited the appointment for 1 month. I received a sms from them my appointment is delay today. Very bad customer service 😑. I waited the appointment for 1 month leh. I apply leve today leh. In the end they arrange my appointment from 12pm to 1pm. Very disappointed 😞

Last week cancel my appointment say reschedule again. I do not know why keep cancel appointment.",https://www.google.com/maps/search/?api=1&query=Alexandra%20Hospital&query_place_id=ChIJ9WfzGcsb2jERc4z1myluJY8,FALSE,FALSE,,Hospital,0,1
Queensway Shopping Center,"Laksa $6 or $8 with tiny portions. The carpark does not have grace period. It was raining very heavily and there is no sheltered pickup so we had to pay $3.78 just for a less than 1 min pickup, after 6pm.",https://www.google.com/maps/search/?api=1&query=Queensway%20Shopping%20Center&query_place_id=ChIJpeuce8sb2jERad66-Hwmus8,FALSE,TRUE,,Shopping mall,0,1
Queensway Shopping Center,Door leading to the 24/7 AF gym on level 3 was locked on 12 June around 12.15am. Wasted my time.,https://www.google.com/maps/search/?api=1&query=Queensway%20Shopping%20Center&query_place_id=ChIJpeuce8sb2jERad66-Hwmus8,FALSE,FALSE,,Shopping mall,0,1
Resorts World Sentosa Casino,"Our recent visit to the Casino at Sentosa was deeply disappointing. As tourists, we were denied entry simply because we were not carrying our original passports. Despite offering to show digital copies alongside our national ID cards (from our country of residence), the staff were adamant about requiring only original passports, with no exceptions.

What made the situation even more frustrating was the lack of clear communication—nowhere on the official website, booking platforms, or tourist information was it explicitly mentioned that original passports are mandatory for entry. This oversight is highly inconvenient for tourists who may not carry their passports at all times, especially when visiting an island destination like Sentosa.

To make matters worse, a staff member in a light blue shirt was particularly rude and dismissive. He failed to explain the policy properly, refused to listen, and left us feeling unwelcome and unheard.

Suggestion: Please make the passport requirement highly visible and clearly communicated across all relevant platforms, including at entry points, websites, and brochures. It’s unreasonable to expect tourists to return all the way to their hotel just to retrieve a document that could easily be verified with a secure digital or ID backup.

Overall, this experience was frustrating and unsatisfactory, especially from a tourist’s perspective who expects hospitality and clear communication in a world-class destination like Singapore.",https://www.google.com/maps/search/?api=1&query=Resorts%20World%20Sentosa%20Casino&query_place_id=ChIJPeDOF0kb2jERaAH6HhwdcuQ,FALSE,TRUE,,Casino,0,1
Resorts World Sentosa Casino,"So worse experience for the membership application ,very impolite staff, definitely racist, the staff(woman) without name card was very impolite, and not willing to help us. She asked why we have the passport from our country , saying that the birth place of us not there, what a stupid question. Worst casino service I've ever encountered.",https://www.google.com/maps/search/?api=1&query=Resorts%20World%20Sentosa%20Casino&query_place_id=ChIJPeDOF0kb2jERaAH6HhwdcuQ,FALSE,FALSE,,Casino,0,1
Google Singapore,"This keeps appearing on my pixel 6a ""Battery replacement recommended. Due to a potential battery overheating issue, battery capacity and charging performance are reduced, and battery replacement is recommended."" Yet when applying for support for pixel 6a, it is stated that support has already been provided but I have not received any support.",https://www.google.com/maps/search/?api=1&query=Google%20Singapore&query_place_id=ChIJ6Zgp8REZ2jERKgNTh7hU5EM,FALSE,TRUE,,Corporate office,0,1
Google Singapore,"As a small business owner, I’m incredibly disappointed with how Google handles reviews. It’s frustrating and unfair that Google allows itself to be used as a platform for malicious, unsubstantiated, and defamatory reviews—often from people who may not even be genuine customers.

There appears to be little to no verification process for the authenticity of the claims made in these reviews. Anyone can say anything, and it gets published instantly, with no fact-checking or accountability. Meanwhile, honest small businesses trying to serve their communities are left to suffer the consequences of false narratives.

This system is broken. Google should take responsibility and implement stronger review moderation and authentication protocols to prevent abuse. The current model fails the very people who rely on it most.",https://www.google.com/maps/search/?api=1&query=Google%20Singapore&query_place_id=ChIJ6Zgp8REZ2jERKgNTh7hU5EM,FALSE,TRUE,,Corporate office,0,1
Anchorpoint,"The potted plants in the mall are all horribly infested with bugs. I highly suggest the management to please take a look into this, because this is quite severe. Some of the plants are placed right in front of shops and restaurants, only 1-2 metres from customers & diners.",https://www.google.com/maps/search/?api=1&query=Anchorpoint&query_place_id=ChIJVXvuuswb2jER8BZU_kcS2ds,FALSE,TRUE,,Shopping mall,0,1
Anchorpoint,"This is listed in my Google search as the Charles and Keith Outlet but IT DOESN'T EXIST.

CHARLES AND KEITH MANAGEMENT - PLEASE CORRECT YOUR INFORMATION ON GOOGLE. I just wasted a taxi journey to AnchorPoint looking for your outlet store

In response to AnchorPoint's reply,  the ""Permanently Closed"" notice wasn't there when I looked in January. Good that it is now though",https://www.google.com/maps/search/?api=1&query=Anchorpoint&query_place_id=ChIJVXvuuswb2jER8BZU_kcS2ds,FALSE,FALSE,"Hi J Spiro! We understand your frustration, but the Charles & Keith Outlet at Anchorpoint has been marked as “Permanently Closed” on Google. Store listings are managed by individual brands, so we always recommend checking our website anchorpoint.com.sg/shops for the most up-to-date store directory.

If this was a misunderstanding, we’d really appreciate it if you could reconsider your rating, as it helps reflect the experience at Anchorpoint more accurately. We hope to welcome you for a great shopping experience in the future!",Shopping mall,0,1
MUSEUM OF ICE CREAM SINGAPORE,"Second time I came here. Everything is fine and good except for the guy in the picture. I asked for a cone icecream without icecream and the guy say we cannot give cone only without icecream. What kind of policy is this. So I get cone with icecream and put the icecream out onto the tissue then he very rudely scream at me to put the icecream in the bin. This is the worst and most stupid policy and super rude person. I hope owner and management wake up from this stupid policy and arrogant service. Many kids don’t eat sorbet but they like the cone. What loss does this company have by giving out the cone when the whole thing is free. Totally 0 stars if I can ruined the family outing. I take picture of this guy, hopefully get proper training.",https://www.google.com/maps/search/?api=1&query=MUSEUM%20OF%20ICE%20CREAM%20SINGAPORE&query_place_id=ChIJ_6SSVDUb2jERZzS4PfvOSp0,FALSE,TRUE,,Tourist attraction,0,1
MUSEUM OF ICE CREAM SINGAPORE,"Very disappointed with our experience at Museum of Ice Cream Singapore. As Muslims, we only asked to pray quietly in a corner, but staff told us it’s not allowed to pray anywhere on the property even though it’s an open space and we paid for 3 tickets ($47) per ticket We weren’t asking for a prayer room, just a little space and basic respect for our faith. Also, the staff weren’t very friendly or welcoming. This is not the kind of treatment we expected.",https://www.google.com/maps/search/?api=1&query=MUSEUM%20OF%20ICE%20CREAM%20SINGAPORE&query_place_id=ChIJ_6SSVDUb2jERZzS4PfvOSp0,FALSE,FALSE,,Tourist attraction,0,1
SAFRA Mount Faber,"I like to express my deep concern and disappointment regarding the persistent poor condition of the swimming pool water at SAFRA Mount Faber.

Having abstained from using the pool for the past few months due to the visibly dirty water, I recently returned on Sunday and Tuesday with the hope that the situation had improved. Unfortunately, it was immediately apparent that there has been no meaningful progress in addressing the issue.

The water remains cloudy and murky (See video), raising serious hygiene and safety concerns. As a regular pool user both in Singapore and overseas, I must say that this is one of the worst-maintained pools I have encountered. It is unacceptable for a facility of this nature to be in such a state, and frankly, it is embarrassing that this is in Singapore.

During my recent visit, I attempted a few laps but found it difficult and unsafe, as visibility in the water was reduced to barely two meters ahead. This not only poses a risk to swimmers but also reflects poorly on the standards expected of a SAFRA club.

I urge SAFRA Mount Faber to take immediate and decisive action to improve the maintenance of the pool. Regular and proper cleaning must be enforced without delay to ensure the facility meets basic hygiene and safety standards.",https://www.google.com/maps/search/?api=1&query=SAFRA%20Mount%20Faber&query_place_id=ChIJ1278pRwb2jER5mLbqcDeKCY,FALSE,FALSE,"Thank you Anthony for your feedback and for highlighting your concerns. We're truly sorry for the condition of the pool and understand your disappointment. Please be assured that we take this seriously. The SAFRA Mount Faber pool is currently closed for urgent maintenance and water treatment, and will reopen on 10 July 2025 after 1pm. We appreciate your patience as we work to improve water quality and safety. If you have any further questions or would like to share more details (e.g. the video you mentioned), please don’t hesitate to reach out to us with your name, telephone and email directly at mtfaberclub@safra.sg. Thank you once again for your feedback—it plays a critical role in helping us uphold the standards expected of SAFRA clubs.",Recreation center,0,1
SAFRA Mount Faber,"I had the utmost worst experience here at Mount Faber Safra's Subway outlet. I came in for lunch, and there was no one watching the front of house. This malay lady was in the back of the outlet. Said, ""Hello"" to get her attention and all i got back was ""wait"". She came out and from the time i said my order till the very end of my payment, her service and her actions felt like she was so done with her job and life. I'm not expecting a standard service but atleast a decent one? I sat in dined in near the sandwich prep area, and as customers kept coming in, her service was the same throughout everyone. I was shocked to even hear her telling a father who brought his kid in, saying ""What you want"".

I don't usually review services in FNB as i am an Operations Manager myself in the same industry. But i honestly feel someone should make her reflect on her own actions. I wanted to review on Subway, but i don't see any replies to any reviews made. But i do observe Mt Faber Management actually do reply to reviews. So i want to make sure my feedback is reached and proper action is going to be taken.

For more info, The incident happened today on 17th Aug 2025 @ approx 4:10pm. I am in the store still as i am typing.",https://www.google.com/maps/search/?api=1&query=SAFRA%20Mount%20Faber&query_place_id=ChIJ1278pRwb2jER5mLbqcDeKCY,FALSE,FALSE,"Hi [Customer’s Name],

Thank you for your feedback regarding your visit to Subway at SAFRA Mount Faber on 17 August. We’re very sorry to hear about your experience and the service you received. This falls short of the standards we expect, and we’ll be addressing the matter with the outlet and staff involved. We value your input and will use it to improve service. Please feel free to reach us your name, telephone and email at mtfaberclub@safra.sg if you’d like to share more, and we hope to serve you better on your next visit.",Recreation center,0,1
Grab @ One-North,"I gave a $100 Grab gift voucher in April and until today, the recipient hasn't received it. They messaged grab 3x and I also messaged them 2x but until now, no response. We're not even asking for handouts or freebies. We're just asking for PROPER CUSTOMER SERVICE so we can inquire where the money went. We attached so many screen shots but we just kept getting auto responses. I have highlighted this to CASE but still no resolution. How hard is it to get a REAL PERSON on the other line?",https://www.google.com/maps/search/?api=1&query=Grab%20%40%20One-North&query_place_id=ChIJ_8f5Bsob2jERSWLqXYUfPGY,FALSE,FALSE,,Corporate office,0,1
Grab @ One-North,"Use at your own risk. My experience with Grab Food has always been terrible. I don't even remember a time when my order arrived complete and/or correct. My latest experience has been the worst so far. I spent $128 on my order, more than half of the items are missing. Even from the driver's photo, it is very obvious all my order wouldn't have fit in just one plastic bag. The missing items would have costed roughly $80-90, yet when I reached out to Grab support with photo evidences, I got refunded $10. This even happened on my birthday and we just wanted a good meal. Their help centre is just ran by AI chatbot. There isn't even a proper channel to reach out to a human staff. I can't ever trust this company anymore.",https://www.google.com/maps/search/?api=1&query=Grab%20%40%20One-North&query_place_id=ChIJ_8f5Bsob2jERSWLqXYUfPGY,FALSE,FALSE,,Corporate office,0,1
ABC Brickworks Market & Food Centre,"i dont get the long queue hype over this hong kong soy sauce chicken rice and noodle, bought big serving and this is one of the worst chicken rice i eaten as there’s no meat at all. look at the amount of meat they give from the pictures, is all bones.",https://www.google.com/maps/search/?api=1&query=ABC%20Brickworks%20Market%20%26%20Food%20Centre&query_place_id=ChIJKY77qdYb2jERgrqa1URSZIM,FALSE,TRUE,,Hawker center,0,1
ABC Brickworks Market & Food Centre,"Cashier was not only without wearing masks but also very very very rude when ordering, after paying for the food 17 dollars immediately I decided not to eat and ask for refund he shouted and scolded me in hokkien ' singapore siah sway'. I walked away since he not intention to refund me . It happened on 3 August 2025 8.30pm . The boss of this store please investigate and check with your staff is there any extra dollars. 👍🙏👌",https://www.google.com/maps/search/?api=1&query=ABC%20Brickworks%20Market%20%26%20Food%20Centre&query_place_id=ChIJKY77qdYb2jERgrqa1URSZIM,FALSE,FALSE,,Hawker center,0,1
Stirling Residences,"""Stirling Residences: Live, Laugh, Lower your standards""

If you've ever dreamed of paying condo prices for public housing ambience and unapologetically imported behavior, Stirling Residences is the place for you.

Here, house rules are more like polite suggestions — children freely play ball games in common areas, tear through walkways on scooters, terrorising pets and smaller children, and treat the estate like an amusement park. Don’t worry though — if you ever raise the issue, the security guards will nod sympathetically… and then do absolutely nothing. The management office? Equally theatrical. A lot of smiles and zero action.

The atmosphere is anything but serene. Noise, disorder, and a general lack of common courtesy are part of the daily package. Many residents appear blissfully unaware that they’re living in a shared space — or just don’t care. It’s hard to tell.

And the best part? I’ve finally sold my unit. Posting this review has been the most satisfying part of my entire Stirling experience. As for all those glowing 5-star reviews — take them with a massive grain of salt. Most are likely from owners desperately trying to offload their units before reality sinks in.

If you’re looking for a well-managed, respectful, peaceful living environment, Stirling will give you the perfect lesson in disappointment. But hey — if chaos, clueless management, and scooter-induced stress are your thing, welcome home.

[Addendum to previous review]

Since posting my original review, I’ve come across other comments that highlight a troubling trend at Stirling Residences — namely, the casual dismissal of house rules under the guise of “community spirit.”

Let’s be clear: there’s nothing wrong with children playing, or residents using the facilities — that’s what they’re there for. The issue arises when basic expectations of consideration and safety are ignored, and when any attempt at enforcement is labelled as “RSM behaviour” or “killing the vibe.”

Expecting clean common areas, quiet corridors, and shared facilities used respectfully isn’t unreasonable — it’s what strata living requires. Reframing disorder as “liveliness” doesn’t help anyone, least of all those who want Stirling to remain a pleasant and well-managed place to live.

This attitude — that rules are optional and accountability is oppression — is sadly symptomatic of all that is wrong with Stirling. It reflects a deeper culture of entitlement, where individual convenience routinely overrides communal responsibility.

Until that changes, Stirling will remain a place where the facade sparkles, but the community rots quietly underneath.",https://www.google.com/maps/search/?api=1&query=Stirling%20Residences&query_place_id=ChIJBxRQ-vEb2jERchEhWGizV_Q,FALSE,FALSE,,Condominium complex,0,1
Stirling Residences,"Living here for the past two years has been the worst experience of my life. What was supposed to be a peaceful home turned out to be a chaotic, toxic environment that never felt safe or respectful.

There is no enforcement of house rules — people blatantly play ball games right next to ""No Ball Games"" signs. Children and adults throw deck chairs into the wading pool like it's a playground, constantly damaging shared property. Monthly maintenance fees are repeatedly used to repair or replace facilities due to careless behaviour from residents, not wear and tear.

Noise is a constant issue. From loud neighbours cooking with excessive clanging and chopping, to people shouting across common areas or at their domestic helpers — it's impossible to have a quiet day. Ill-behaved children scream, speed dangerously on scooters, and disturb the peace with zero regard for others.

Worse, public hygiene and basic civility are lacking. I've witnessed people putting their bare feet up on pavilion tables and spitting into the ponds. Some even install washing machines illegally on balconies with no proper drainage — resulting in overflowing water dripping to lower floors.

To top it off, neighbours frequently quarrel in public spaces, creating an environment that feels confrontational and unpleasant. The entire atmosphere is one of neglect, noise, and inconsideration. What could have been a lovely place is completely ruined by poor management and a shocking lack of community standards.

If you're seeking peace, respect, and a healthy living environment — I strongly advise you to look elsewhere.",https://www.google.com/maps/search/?api=1&query=Stirling%20Residences&query_place_id=ChIJBxRQ-vEb2jERchEhWGizV_Q,FALSE,TRUE,,Condominium complex,0,1
